date,barangay,brgy,confirmed_cases,deaths,recovered
18-Jun-20,3,Bayan-Bayanan,15,3,2
19-Jun-20,3,Bayan-Bayanan,18,3,2
20-Jun-20,3,Bayan-Bayanan,18,3,2
21-Jun-20,3,Bayan-Bayanan,19,3,3
26-Mar-20,4,Catmon,0,0,0
27-Mar-20,4,Catmon,0,0,0
28-Mar-20,4,Catmon,0,0,0
29-Mar-20,4,Catmon,0,0,0
30-Mar-20,4,Catmon,0,0,0
31-Mar-20,4,Catmon,1,0,0
1-Apr-20,4,Catmon,1,0,0
2-Apr-20,4,Catmon,1,0,0
3-Apr-20,4,Catmon,1,0,0
4-Apr-20,4,Catmon,1,0,0
5-Apr-20,4,Catmon,1,0,0
6-Apr-20,4,Catmon,1,0,0
7-Apr-20,4,Catmon,3,0,0
8-Apr-20,4,Catmon,3,0,0
9-Apr-20,4,Catmon,3,0,0
10-Apr-20,4,Catmon,3,0,0
11-Apr-20,4,Catmon,3,0,0
12-Apr-20,4,Catmon,3,0,0
13-Apr-20,4,Catmon,3,0,0
14-Apr-20,4,Catmon,3,0,0
15-Apr-20,4,Catmon,3,0,0
16-Apr-20,4,Catmon,3,0,0
17-Apr-20,4,Catmon,3,0,0
18-Apr-20,4,Catmon,3,0,0
19-Apr-20,4,Catmon,3,0,0
20-Apr-20,4,Catmon,3,0,0
21-Apr-20,4,Catmon,3,0,0
22-Apr-20,4,Catmon,3,0,0
23-Apr-20,4,Catmon,3,0,0
24-Apr-20,4,Catmon,3,0,0
25-Apr-20,4,Catmon,3,0,0
26-Apr-20,4,Catmon,3,0,0
27-Apr-20,4,Catmon,3,0,0
28-Apr-20,4,Catmon,3,0,0
29-Apr-20,4,Catmon,4,1,1
30-Apr-20,4,Catmon,4,1,1
1-May-20,4,Catmon,4,1,1
2-May-20,4,Catmon,4,1,1
3-May-20,4,Catmon,4,1,1
4-May-20,4,Catmon,4,1,1
5-May-20,4,Catmon,4,1,1
6-May-20,4,Catmon,4,1,1
7-May-20,4,Catmon,4,1,1
8-May-20,4,Catmon,4,1,2
9-May-20,4,Catmon,4,1,2
10-May-20,4,Catmon,4,1,2
11-May-20,4,Catmon,4,1,2
12-May-20,4,Catmon,4,1,2
13-May-20,4,Catmon,4,1,2
14-May-20,4,Catmon,4,1,2
15-May-20,4,Catmon,4,1,2
16-May-20,4,Catmon,4,1,2
17-May-20,4,Catmon,5,2,3
18-May-20,4,Catmon,5,2,3
19-May-20,4,Catmon,5,2,3
20-May-20,4,Catmon,5,2,3
21-May-20,4,Catmon,5,2,3
22-May-20,4,Catmon,5,2,3
23-May-20,4,Catmon,5,2,3
24-May-20,4,Catmon,8,2,3
25-May-20,4,Catmon,8,2,3
26-May-20,4,Catmon,9,3,3
27-May-20,4,Catmon,9,3,3
28-May-20,4,Catmon,9,3,3
29-May-20,4,Catmon,10,3,3
30-May-20,4,Catmon,10,3,3
31-May-20,4,Catmon,10,3,3
1-Jun-20,4,Catmon,11,3,3
2-Jun-20,4,Catmon,11,3,3
3-Jun-20,4,Catmon,11,3,3
4-Jun-20,4,Catmon,12,3,3
5-Jun-20,4,Catmon,13,3,5
6-Jun-20,4,Catmon,13,3,6
7-Jun-20,4,Catmon,14,3,6
8-Jun-20,4,Catmon,15,3,6
9-Jun-20,4,Catmon,16,4,6
10-Jun-20,4,Catmon,17,4,6
11-Jun-20,4,Catmon,19,5,6
12-Jun-20,4,Catmon,19,5,6
13-Jun-20,4,Catmon,19,5,6
14-Jun-20,4,Catmon,19,5,6
15-Jun-20,4,Catmon,19,5,6
16-Jun-20,4,Catmon,19,5,7
17-Jun-20,4,Catmon,22,6,8
18-Jun-20,4,Catmon,22,6,8
19-Jun-20,4,Catmon,22,6,8
20-Jun-20,4,Catmon,24,6,10
21-Jun-20,4,Catmon,25,7,10
26-Mar-20,5,Concepcion,0,0,0
27-Mar-20,5,Concepcion,0,0,0
28-Mar-20,5,Concepcion,0,0,0
29-Mar-20,5,Concepcion,0,0,0
30-Mar-20,5,Concepcion,0,0,0
31-Mar-20,5,Concepcion,0,0,0
1-Apr-20,5,Concepcion,0,0,0
2-Apr-20,5,Concepcion,0,0,0
3-Apr-20,5,Concepcion,0,0,0
4-Apr-20,5,Concepcion,0,0,0
5-Apr-20,5,Concepcion,0,0,0
6-Apr-20,5,Concepcion,0,0,0
7-Apr-20,5,Concepcion,0,0,0
8-Apr-20,5,Concepcion,0,0,0
9-Apr-20,5,Concepcion,0,0,0
10-Apr-20,5,Concepcion,0,0,0
11-Apr-20,5,Concepcion,0,0,0
12-Apr-20,5,Concepcion,0,0,0
13-Apr-20,5,Concepcion,0,0,0
14-Apr-20,5,Concepcion,0,0,0
15-Apr-20,5,Concepcion,0,0,0
16-Apr-20,5,Concepcion,0,0,0
17-Apr-20,5,Concepcion,0,0,0
18-Apr-20,5,Concepcion,0,0,0
19-Apr-20,5,Concepcion,0,0,0
20-Apr-20,5,Concepcion,0,0,0
21-Apr-20,5,Concepcion,0,0,0
22-Apr-20,5,Concepcion,0,0,0
23-Apr-20,5,Concepcion,0,0,0
24-Apr-20,5,Concepcion,0,0,0
25-Apr-20,5,Concepcion,0,0,0
26-Apr-20,5,Concepcion,0,0,0
27-Apr-20,5,Concepcion,0,0,0
28-Apr-20,5,Concepcion,0,0,0
29-Apr-20,5,Concepcion,0,0,0
30-Apr-20,5,Concepcion,0,0,0
1-May-20,5,Concepcion,0,0,0
2-May-20,5,Concepcion,0,0,0
3-May-20,5,Concepcion,0,0,0
4-May-20,5,Concepcion,0,0,0
5-May-20,5,Concepcion,0,0,0
6-May-20,5,Concepcion,0,0,0
7-May-20,5,Concepcion,0,0,0
8-May-20,5,Concepcion,0,0,0
9-May-20,5,Concepcion,0,0,0
10-May-20,5,Concepcion,0,0,0
11-May-20,5,Concepcion,0,0,0
12-May-20,5,Concepcion,0,0,0
13-May-20,5,Concepcion,0,0,0
14-May-20,5,Concepcion,0,0,0
15-May-20,5,Concepcion,0,0,0
16-May-20,5,Concepcion,1,0,0
17-May-20,5,Concepcion,1,0,0
18-May-20,5,Concepcion,1,0,0
19-May-20,5,Concepcion,1,0,0
20-May-20,5,Concepcion,1,0,0
21-May-20,5,Concepcion,1,0,0
22-May-20,5,Concepcion,2,0,0
23-May-20,5,Concepcion,2,0,0
24-May-20,5,Concepcion,2,0,1
25-May-20,5,Concepcion,2,0,1
26-May-20,5,Concepcion,3,0,1
27-May-20,5,Concepcion,3,0,1
28-May-20,5,Concepcion,4,0,1
29-May-20,5,Concepcion,4,0,1
30-May-20,5,Concepcion,4,0,1
31-May-20,5,Concepcion,4,0,1
1-Jun-20,5,Concepcion,4,0,1
2-Jun-20,5,Concepcion,4,0,1
3-Jun-20,5,Concepcion,4,0,1
4-Jun-20,5,Concepcion,4,0,1
5-Jun-20,5,Concepcion,4,0,2
6-Jun-20,5,Concepcion,4,0,2
7-Jun-20,5,Concepcion,4,0,2
8-Jun-20,5,Concepcion,4,0,3
9-Jun-20,5,Concepcion,4,0,3
10-Jun-20,5,Concepcion,4,0,3
11-Jun-20,5,Concepcion,4,0,3
12-Jun-20,5,Concepcion,4,0,3
13-Jun-20,5,Concepcion,4,0,3
14-Jun-20,5,Concepcion,4,0,3
15-Jun-20,5,Concepcion,4,0,3
16-Jun-20,5,Concepcion,4,0,3
17-Jun-20,5,Concepcion,4,0,3
18-Jun-20,5,Concepcion,4,0,3
19-Jun-20,5,Concepcion,4,0,3
20-Jun-20,5,Concepcion,5,1,3
21-Jun-20,5,Concepcion,5,1,3
26-Mar-20,6,Dampalit,0,0,0
27-Mar-20,6,Dampalit,0,0,0
28-Mar-20,6,Dampalit,0,0,0
29-Mar-20,6,Dampalit,0,0,0
30-Mar-20,6,Dampalit,0,0,0
31-Mar-20,6,Dampalit,2,0,0
1-Apr-20,6,Dampalit,2,0,0
2-Apr-20,6,Dampalit,2,0,0
3-Apr-20,6,Dampalit,2,0,0
4-Apr-20,6,Dampalit,2,0,0
5-Apr-20,6,Dampalit,2,0,0
6-Apr-20,6,Dampalit,2,0,0
7-Apr-20,6,Dampalit,3,0,0
8-Apr-20,6,Dampalit,3,0,0
9-Apr-20,6,Dampalit,3,0,0
10-Apr-20,6,Dampalit,3,0,0
11-Apr-20,6,Dampalit,3,0,0
12-Apr-20,6,Dampalit,3,0,0
13-Apr-20,6,Dampalit,3,0,0
14-Apr-20,6,Dampalit,3,0,0
15-Apr-20,6,Dampalit,3,0,0
16-Apr-20,6,Dampalit,3,0,0
17-Apr-20,6,Dampalit,3,0,0
18-Apr-20,6,Dampalit,3,0,0
19-Apr-20,6,Dampalit,3,0,0
20-Apr-20,6,Dampalit,3,0,0
21-Apr-20,6,Dampalit,3,0,0
22-Apr-20,6,Dampalit,3,0,0
23-Apr-20,6,Dampalit,3,0,0
24-Apr-20,6,Dampalit,3,0,0
25-Apr-20,6,Dampalit,3,0,0
26-Apr-20,6,Dampalit,3,0,0
27-Apr-20,6,Dampalit,3,0,0
28-Apr-20,6,Dampalit,3,0,0
29-Apr-20,6,Dampalit,3,0,2
30-Apr-20,6,Dampalit,3,0,2
1-May-20,6,Dampalit,3,0,2
2-May-20,6,Dampalit,3,0,2
3-May-20,6,Dampalit,3,0,2
4-May-20,6,Dampalit,3,0,2
5-May-20,6,Dampalit,3,0,2
6-May-20,6,Dampalit,3,0,3
7-May-20,6,Dampalit,3,0,3
8-May-20,6,Dampalit,3,0,3
9-May-20,6,Dampalit,3,0,3
10-May-20,6,Dampalit,3,0,3
11-May-20,6,Dampalit,3,0,3
12-May-20,6,Dampalit,3,0,3
13-May-20,6,Dampalit,3,0,3
14-May-20,6,Dampalit,3,0,3
15-May-20,6,Dampalit,3,0,3
16-May-20,6,Dampalit,4,0,3
17-May-20,6,Dampalit,4,0,3
18-May-20,6,Dampalit,4,0,3
19-May-20,6,Dampalit,4,0,3
20-May-20,6,Dampalit,4,0,3
21-May-20,6,Dampalit,4,0,3
22-May-20,6,Dampalit,4,0,3
23-May-20,6,Dampalit,4,0,3
24-May-20,6,Dampalit,4,0,3
25-May-20,6,Dampalit,4,0,3
26-May-20,6,Dampalit,4,0,3
27-May-20,6,Dampalit,4,0,3
28-May-20,6,Dampalit,4,0,3
29-May-20,6,Dampalit,4,0,3
30-May-20,6,Dampalit,4,0,3
31-May-20,6,Dampalit,4,0,3
1-Jun-20,6,Dampalit,4,0,3
2-Jun-20,6,Dampalit,4,0,3
3-Jun-20,6,Dampalit,5,0,3
4-Jun-20,6,Dampalit,5,0,3
5-Jun-20,6,Dampalit,5,0,3
6-Jun-20,6,Dampalit,5,0,3
7-Jun-20,6,Dampalit,5,0,3
8-Jun-20,6,Dampalit,5,0,3
9-Jun-20,6,Dampalit,5,0,3
10-Jun-20,6,Dampalit,5,0,3
11-Jun-20,6,Dampalit,5,0,4
12-Jun-20,6,Dampalit,5,0,4
13-Jun-20,6,Dampalit,5,0,4
14-Jun-20,6,Dampalit,5,0,4
15-Jun-20,6,Dampalit,5,0,4
16-Jun-20,6,Dampalit,5,0,5
17-Jun-20,6,Dampalit,5,0,5
18-Jun-20,6,Dampalit,5,0,5
19-Jun-20,6,Dampalit,5,0,5
20-Jun-20,6,Dampalit,5,0,5
21-Jun-20,6,Dampalit,5,0,5
26-Mar-20,7,Flores,0,0,0
27-Mar-20,7,Flores,0,0,0
28-Mar-20,7,Flores,0,0,0
29-Mar-20,7,Flores,0,0,0
30-Mar-20,7,Flores,0,0,0
31-Mar-20,7,Flores,0,0,0
1-Apr-20,7,Flores,0,0,0
2-Apr-20,7,Flores,0,0,0
3-Apr-20,7,Flores,0,0,0
4-Apr-20,7,Flores,0,0,0
5-Apr-20,7,Flores,0,0,0
6-Apr-20,7,Flores,0,0,0
7-Apr-20,7,Flores,0,0,0
8-Apr-20,7,Flores,0,0,0
9-Apr-20,7,Flores,0,0,0
10-Apr-20,7,Flores,0,0,0
11-Apr-20,7,Flores,0,0,0
12-Apr-20,7,Flores,0,0,0
13-Apr-20,7,Flores,0,0,0
14-Apr-20,7,Flores,0,0,0
15-Apr-20,7,Flores,0,0,0
16-Apr-20,7,Flores,0,0,0
17-Apr-20,7,Flores,0,0,0
18-Apr-20,7,Flores,0,0,0
19-Apr-20,7,Flores,0,0,0
20-Apr-20,7,Flores,0,0,0
21-Apr-20,7,Flores,0,0,0
22-Apr-20,7,Flores,0,0,0
23-Apr-20,7,Flores,0,0,0
24-Apr-20,7,Flores,0,0,0
25-Apr-20,7,Flores,0,0,0
26-Apr-20,7,Flores,0,0,0
27-Apr-20,7,Flores,0,0,0
28-Apr-20,7,Flores,0,0,0
29-Apr-20,7,Flores,0,0,0
30-Apr-20,7,Flores,0,0,0
1-May-20,7,Flores,0,0,0
2-May-20,7,Flores,0,0,0
3-May-20,7,Flores,0,0,0
4-May-20,7,Flores,0,0,0
5-May-20,7,Flores,0,0,0
6-May-20,7,Flores,0,0,0
7-May-20,7,Flores,0,0,0
8-May-20,7,Flores,0,0,0
9-May-20,7,Flores,0,0,0
10-May-20,7,Flores,0,0,0
11-May-20,7,Flores,0,0,0
12-May-20,7,Flores,0,0,0
13-May-20,7,Flores,0,0,0
14-May-20,7,Flores,0,0,0
15-May-20,7,Flores,0,0,0
16-May-20,7,Flores,0,0,0
17-May-20,7,Flores,0,0,0
18-May-20,7,Flores,0,0,0
19-May-20,7,Flores,0,0,0
20-May-20,7,Flores,0,0,0
21-May-20,7,Flores,0,0,0
22-May-20,7,Flores,0,0,0
23-May-20,7,Flores,0,0,0
24-May-20,7,Flores,0,0,0
25-May-20,7,Flores,0,0,0
26-May-20,7,Flores,0,0,0
27-May-20,7,Flores,0,0,0
28-May-20,7,Flores,0,0,0
29-May-20,7,Flores,0,0,0
30-May-20,7,Flores,0,0,0
31-May-20,7,Flores,0,0,0
1-Jun-20,7,Flores,0,0,0
2-Jun-20,7,Flores,0,0,0
3-Jun-20,7,Flores,0,0,0
4-Jun-20,7,Flores,0,0,0
5-Jun-20,7,Flores,0,0,0
6-Jun-20,7,Flores,0,0,0
7-Jun-20,7,Flores,0,0,0
8-Jun-20,7,Flores,0,0,0
9-Jun-20,7,Flores,0,0,0
10-Jun-20,7,Flores,0,0,0
11-Jun-20,7,Flores,0,0,0
12-Jun-20,7,Flores,0,0,0
13-Jun-20,7,Flores,0,0,0
14-Jun-20,7,Flores,0,0,0
15-Jun-20,7,Flores,0,0,0
16-Jun-20,7,Flores,2,0,0
17-Jun-20,7,Flores,2,0,0
18-Jun-20,7,Flores,2,0,0
19-Jun-20,7,Flores,2,1,0
20-Jun-20,7,Flores,2,1,0
21-Jun-20,7,Flores,2,1,0
26-Mar-20,8,Hulong Duhat,0,0,0
27-Mar-20,8,Hulong Duhat,0,0,0
28-Mar-20,8,Hulong Duhat,0,0,0
29-Mar-20,8,Hulong Duhat,0,0,0
30-Mar-20,8,Hulong Duhat,0,0,0
31-Mar-20,8,Hulong Duhat,0,0,0
1-Apr-20,8,Hulong Duhat,0,0,0
2-Apr-20,8,Hulong Duhat,0,0,0
3-Apr-20,8,Hulong Duhat,0,0,0
4-Apr-20,8,Hulong Duhat,0,0,0
5-Apr-20,8,Hulong Duhat,0,0,0
6-Apr-20,8,Hulong Duhat,0,0,0
7-Apr-20,8,Hulong Duhat,0,0,0
8-Apr-20,8,Hulong Duhat,0,0,0
9-Apr-20,8,Hulong Duhat,0,0,0
10-Apr-20,8,Hulong Duhat,0,0,0
11-Apr-20,8,Hulong Duhat,1,0,0
12-Apr-20,8,Hulong Duhat,1,0,0
13-Apr-20,8,Hulong Duhat,1,0,0
14-Apr-20,8,Hulong Duhat,2,0,0
15-Apr-20,8,Hulong Duhat,2,0,0
16-Apr-20,8,Hulong Duhat,2,0,0
17-Apr-20,8,Hulong Duhat,2,0,0
18-Apr-20,8,Hulong Duhat,2,0,0
19-Apr-20,8,Hulong Duhat,2,0,0
20-Apr-20,8,Hulong Duhat,2,0,0
21-Apr-20,8,Hulong Duhat,2,0,0
22-Apr-20,8,Hulong Duhat,2,0,0
23-Apr-20,8,Hulong Duhat,2,0,0
24-Apr-20,8,Hulong Duhat,2,0,0
25-Apr-20,8,Hulong Duhat,2,0,0
26-Apr-20,8,Hulong Duhat,2,0,0
27-Apr-20,8,Hulong Duhat,2,0,0
