date,barangay,brgy,confirmed_cases,deaths,recovered
26-Mar-20,1,Acacia,0,0,0
27-Mar-20,1,Acacia,0,0,0
28-Mar-20,1,Acacia,0,0,0
29-Mar-20,1,Acacia,0,0,0
30-Mar-20,1,Acacia,0,0,0
31-Mar-20,1,Acacia,1,0,0
1-Apr-20,1,Acacia,1,0,0
2-Apr-20,1,Acacia,1,0,0
3-Apr-20,1,Acacia,1,0,0
4-Apr-20,1,Acacia,1,0,0
5-Apr-20,1,Acacia,1,0,0
6-Apr-20,1,Acacia,1,0,0
7-Apr-20,1,Acacia,1,0,0
8-Apr-20,1,Acacia,1,0,0
9-Apr-20,1,Acacia,1,0,0
10-Apr-20,1,Acacia,1,0,0
11-Apr-20,1,Acacia,1,0,0
12-Apr-20,1,Acacia,1,0,0
13-Apr-20,1,Acacia,1,0,0
14-Apr-20,1,Acacia,1,0,0
15-Apr-20,1,Acacia,1,0,0
16-Apr-20,1,Acacia,1,0,0
17-Apr-20,1,Acacia,1,0,0
18-Apr-20,1,Acacia,1,0,0
19-Apr-20,1,Acacia,1,0,0
20-Apr-20,1,Acacia,1,0,0
21-Apr-20,1,Acacia,1,0,0
22-Apr-20,1,Acacia,1,0,0
23-Apr-20,1,Acacia,1,0,0
24-Apr-20,1,Acacia,1,0,0
25-Apr-20,1,Acacia,1,0,0
26-Apr-20,1,Acacia,1,0,0
27-Apr-20,1,Acacia,1,0,0
28-Apr-20,1,Acacia,1,0,0
29-Apr-20,1,Acacia,1,0,1
30-Apr-20,1,Acacia,1,0,1
1-May-20,1,Acacia,1,0,1
2-May-20,1,Acacia,1,0,1
3-May-20,1,Acacia,1,0,1
4-May-20,1,Acacia,1,0,1
5-May-20,1,Acacia,1,0,1
6-May-20,1,Acacia,1,0,1
7-May-20,1,Acacia,1,0,1
8-May-20,1,Acacia,1,0,1
9-May-20,1,Acacia,1,0,1
10-May-20,1,Acacia,1,0,1
11-May-20,1,Acacia,1,0,1
12-May-20,1,Acacia,1,0,1
13-May-20,1,Acacia,1,0,1
14-May-20,1,Acacia,1,0,1
15-May-20,1,Acacia,1,0,1
16-May-20,1,Acacia,1,0,1
17-May-20,1,Acacia,1,0,1
18-May-20,1,Acacia,1,0,1
19-May-20,1,Acacia,1,0,1
20-May-20,1,Acacia,2,0,1
21-May-20,1,Acacia,2,0,1
22-May-20,1,Acacia,2,0,1
23-May-20,1,Acacia,2,0,1
24-May-20,1,Acacia,2,0,1
25-May-20,1,Acacia,2,0,1
26-May-20,1,Acacia,2,0,1
27-May-20,1,Acacia,2,0,2
28-May-20,1,Acacia,2,0,2
29-May-20,1,Acacia,2,0,2
30-May-20,1,Acacia,2,0,2
31-May-20,1,Acacia,2,0,2
1-Jun-20,1,Acacia,2,0,2
2-Jun-20,1,Acacia,2,0,2
3-Jun-20,1,Acacia,2,0,2
4-Jun-20,1,Acacia,2,0,2
5-Jun-20,1,Acacia,2,0,2
6-Jun-20,1,Acacia,2,0,2
7-Jun-20,1,Acacia,2,0,2
8-Jun-20,1,Acacia,2,0,2
9-Jun-20,1,Acacia,2,0,2
10-Jun-20,1,Acacia,2,0,2
11-Jun-20,1,Acacia,2,0,2
12-Jun-20,1,Acacia,2,0,2
13-Jun-20,1,Acacia,2,0,2
14-Jun-20,1,Acacia,2,0,2
15-Jun-20,1,Acacia,2,0,2
16-Jun-20,1,Acacia,2,0,2
17-Jun-20,1,Acacia,2,0,2
18-Jun-20,1,Acacia,2,0,2
19-Jun-20,1,Acacia,3,0,2
20-Jun-20,1,Acacia,3,0,2
21-Jun-20,1,Acacia,3,0,2
26-Mar-20,2,Baritan,0,0,0
27-Mar-20,2,Baritan,0,0,0
28-Mar-20,2,Baritan,0,0,0
29-Mar-20,2,Baritan,0,0,0
30-Mar-20,2,Baritan,0,0,0
31-Mar-20,2,Baritan,0,0,0
1-Apr-20,2,Baritan,0,0,0
2-Apr-20,2,Baritan,0,0,0
3-Apr-20,2,Baritan,0,0,0
4-Apr-20,2,Baritan,1,0,0
5-Apr-20,2,Baritan,1,0,0
6-Apr-20,2,Baritan,1,0,0
7-Apr-20,2,Baritan,1,0,0
8-Apr-20,2,Baritan,1,0,0
9-Apr-20,2,Baritan,1,0,0
10-Apr-20,2,Baritan,1,0,0
11-Apr-20,2,Baritan,1,0,0
12-Apr-20,2,Baritan,1,0,0
13-Apr-20,2,Baritan,1,0,0
14-Apr-20,2,Baritan,1,0,0
15-Apr-20,2,Baritan,1,0,0
16-Apr-20,2,Baritan,1,0,0
17-Apr-20,2,Baritan,1,0,0
18-Apr-20,2,Baritan,1,0,0
19-Apr-20,2,Baritan,1,0,0
20-Apr-20,2,Baritan,1,0,0
21-Apr-20,2,Baritan,1,0,0
22-Apr-20,2,Baritan,1,0,0
23-Apr-20,2,Baritan,1,0,0
24-Apr-20,2,Baritan,1,0,0
25-Apr-20,2,Baritan,1,0,0
26-Apr-20,2,Baritan,1,0,0
27-Apr-20,2,Baritan,1,0,0
28-Apr-20,2,Baritan,1,0,0
29-Apr-20,2,Baritan,1,0,1
30-Apr-20,2,Baritan,2,0,1
1-May-20,2,Baritan,2,0,1
2-May-20,2,Baritan,2,0,1
3-May-20,2,Baritan,2,0,1
4-May-20,2,Baritan,2,0,1
5-May-20,2,Baritan,2,0,1
6-May-20,2,Baritan,2,0,1
7-May-20,2,Baritan,2,0,1
8-May-20,2,Baritan,2,0,1
9-May-20,2,Baritan,2,0,1
10-May-20,2,Baritan,2,0,1
11-May-20,2,Baritan,2,0,1
12-May-20,2,Baritan,2,0,1
13-May-20,2,Baritan,2,0,1
14-May-20,2,Baritan,2,0,1
15-May-20,2,Baritan,2,0,1
16-May-20,2,Baritan,2,0,1
17-May-20,2,Baritan,2,0,2
18-May-20,2,Baritan,3,0,2
19-May-20,2,Baritan,3,0,2
20-May-20,2,Baritan,3,0,2
21-May-20,2,Baritan,3,0,2
22-May-20,2,Baritan,3,0,2
23-May-20,2,Baritan,3,0,2
24-May-20,2,Baritan,3,0,2
25-May-20,2,Baritan,3,0,2
26-May-20,2,Baritan,3,0,2
27-May-20,2,Baritan,3,0,2
28-May-20,2,Baritan,3,0,2
29-May-20,2,Baritan,3,0,2
30-May-20,2,Baritan,3,0,2
31-May-20,2,Baritan,3,0,2
1-Jun-20,2,Baritan,3,0,2
2-Jun-20,2,Baritan,3,0,2
3-Jun-20,2,Baritan,4,0,2
4-Jun-20,2,Baritan,4,0,2
5-Jun-20,2,Baritan,4,0,2
6-Jun-20,2,Baritan,4,0,2
7-Jun-20,2,Baritan,4,0,2
8-Jun-20,2,Baritan,4,0,2
9-Jun-20,2,Baritan,4,0,2
10-Jun-20,2,Baritan,4,0,2
11-Jun-20,2,Baritan,4,0,2
12-Jun-20,2,Baritan,4,0,2
13-Jun-20,2,Baritan,5,0,2
14-Jun-20,2,Baritan,5,0,2
15-Jun-20,2,Baritan,5,0,2
16-Jun-20,2,Baritan,5,0,2
17-Jun-20,2,Baritan,6,0,2
18-Jun-20,2,Baritan,8,0,2
19-Jun-20,2,Baritan,8,0,2
20-Jun-20,2,Baritan,8,0,2
21-Jun-20,2,Baritan,8,0,2
26-Mar-20,3,Bayan-Bayanan,0,0,0
27-Mar-20,3,Bayan-Bayanan,0,0,0
28-Mar-20,3,Bayan-Bayanan,0,0,0
29-Mar-20,3,Bayan-Bayanan,0,0,0
30-Mar-20,3,Bayan-Bayanan,0,0,0
31-Mar-20,3,Bayan-Bayanan,0,0,0
1-Apr-20,3,Bayan-Bayanan,1,0,0
2-Apr-20,3,Bayan-Bayanan,1,0,0
3-Apr-20,3,Bayan-Bayanan,1,0,0
4-Apr-20,3,Bayan-Bayanan,1,0,0
5-Apr-20,3,Bayan-Bayanan,1,0,0
6-Apr-20,3,Bayan-Bayanan,1,0,0
7-Apr-20,3,Bayan-Bayanan,1,0,0
8-Apr-20,3,Bayan-Bayanan,1,0,0
9-Apr-20,3,Bayan-Bayanan,1,0,0
10-Apr-20,3,Bayan-Bayanan,1,0,0
11-Apr-20,3,Bayan-Bayanan,1,0,0
12-Apr-20,3,Bayan-Bayanan,1,0,0
13-Apr-20,3,Bayan-Bayanan,1,0,0
14-Apr-20,3,Bayan-Bayanan,1,0,0
15-Apr-20,3,Bayan-Bayanan,1,0,0
16-Apr-20,3,Bayan-Bayanan,1,0,0
17-Apr-20,3,Bayan-Bayanan,1,0,0
18-Apr-20,3,Bayan-Bayanan,1,0,0
19-Apr-20,3,Bayan-Bayanan,1,0,0
20-Apr-20,3,Bayan-Bayanan,1,0,0
21-Apr-20,3,Bayan-Bayanan,1,0,0
22-Apr-20,3,Bayan-Bayanan,1,0,0
23-Apr-20,3,Bayan-Bayanan,1,0,0
24-Apr-20,3,Bayan-Bayanan,1,0,0
25-Apr-20,3,Bayan-Bayanan,1,0,0
26-Apr-20,3,Bayan-Bayanan,1,0,0
27-Apr-20,3,Bayan-Bayanan,2,0,0
28-Apr-20,3,Bayan-Bayanan,2,0,0
29-Apr-20,3,Bayan-Bayanan,2,2,0
30-Apr-20,3,Bayan-Bayanan,2,2,0
1-May-20,3,Bayan-Bayanan,2,2,0
2-May-20,3,Bayan-Bayanan,2,2,0
3-May-20,3,Bayan-Bayanan,2,2,0
4-May-20,3,Bayan-Bayanan,2,2,0
5-May-20,3,Bayan-Bayanan,2,2,0
6-May-20,3,Bayan-Bayanan,2,2,0
7-May-20,3,Bayan-Bayanan,2,2,0
8-May-20,3,Bayan-Bayanan,2,2,0
9-May-20,3,Bayan-Bayanan,2,2,0
10-May-20,3,Bayan-Bayanan,2,2,0
11-May-20,3,Bayan-Bayanan,2,2,0
12-May-20,3,Bayan-Bayanan,3,2,0
13-May-20,3,Bayan-Bayanan,3,2,0
14-May-20,3,Bayan-Bayanan,3,2,0
15-May-20,3,Bayan-Bayanan,3,2,0
16-May-20,3,Bayan-Bayanan,3,2,0
17-May-20,3,Bayan-Bayanan,3,2,0
18-May-20,3,Bayan-Bayanan,3,2,0
19-May-20,3,Bayan-Bayanan,3,2,0
20-May-20,3,Bayan-Bayanan,3,2,0
21-May-20,3,Bayan-Bayanan,3,2,0
22-May-20,3,Bayan-Bayanan,3,2,0
23-May-20,3,Bayan-Bayanan,3,2,0
24-May-20,3,Bayan-Bayanan,3,2,0
25-May-20,3,Bayan-Bayanan,3,2,0
26-May-20,3,Bayan-Bayanan,3,2,0
27-May-20,3,Bayan-Bayanan,3,2,0
28-May-20,3,Bayan-Bayanan,3,2,0
29-May-20,3,Bayan-Bayanan,3,2,0
30-May-20,3,Bayan-Bayanan,3,2,0
31-May-20,3,Bayan-Bayanan,3,2,0
1-Jun-20,3,Bayan-Bayanan,3,2,1
2-Jun-20,3,Bayan-Bayanan,3,2,1
3-Jun-20,3,Bayan-Bayanan,5,2,1
4-Jun-20,3,Bayan-Bayanan,6,2,1
5-Jun-20,3,Bayan-Bayanan,7,2,1
6-Jun-20,3,Bayan-Bayanan,7,2,1
7-Jun-20,3,Bayan-Bayanan,7,2,1
8-Jun-20,3,Bayan-Bayanan,7,2,1
9-Jun-20,3,Bayan-Bayanan,9,2,1
10-Jun-20,3,Bayan-Bayanan,10,2,1
11-Jun-20,3,Bayan-Bayanan,10,2,1
12-Jun-20,3,Bayan-Bayanan,10,2,1
13-Jun-20,3,Bayan-Bayanan,11,2,1
14-Jun-20,3,Bayan-Bayanan,12,3,1
15-Jun-20,3,Bayan-Bayanan,12,3,1
16-Jun-20,3,Bayan-Bayanan,12,3,2
17-Jun-20,3,Bayan-Bayanan,14,3,2
